"sample_id","sample_id_metaphlan","study_readable","species","gender","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"A58_01_1FE","A58_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A48_01_1FE","A48_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A10_02_1FE","A10_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A45_02_1FE","A45_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V12_01_2FE","V12_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A54_02_1FE","A54_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A58_03_1FE","A58_03_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A48_05_1FE","A48_05_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V07_01_2FE","V07_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A49_01_1FE","A49_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A34_01_1FE","A34_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A47_01_1FE","A47_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A43_02_1FE","A43_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A29_01_1FE","A29_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V48_03_2FE","V48_03_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A70_01_1FE","A70_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A06_01_1FE","A06_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V07_02_2FE","V07_02_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A24_04_1FE","A24_04_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A44_01_1FE","A44_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A14_01_1FE","A14_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A19_01_1FE","A19_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A93_01_1FE","A93_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A83_02_1FE","A83_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A08_01_1FE","A08_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A59_01_1FE","A59_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V31_01_2FE","V31_01_2FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A75_02_1FE","A75_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A09_02_1FE","A09_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A94_02_1FE","A94_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A46_01_1FE","A46_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A66_02_1FE","A66_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A11_01_1FE","A11_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A23_01_1FE","A23_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A35_01_1FE","A35_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A22_01_1FE","A22_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"A02_01_1FE","A02_01_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"V06_02_1FE","V06_02_1FE","Madagascar","human",NA,NA,NA,NA,NA,NA,NA
"SRR16235409","reSRR16235409","Ma et al.","cat","Male",0.333333333333333,2.2,"No",NA,"Public","Facility"
"SRR16235408","reSRR16235408","Ma et al.","cat","Male",0.333333333333333,2.6,"No",NA,"Public","Facility"
"SRR16235401","reSRR16235401","Ma et al.","cat","female",6,2.64,"No",NA,"Public","Facility"
"SRR16235400","reSRR16235400","Ma et al.","cat","female",6,3.26,"No",NA,"Public","Facility"
"SRR16235399","reSRR16235399","Ma et al.","cat","Male",6,4.08,"No",NA,"Public","Facility"
"SRR16235398","reSRR16235398","Ma et al.","cat","female",0.666666666666667,2.41,"No",NA,"Public","Facility"
"SRR16235397","reSRR16235397","Ma et al.","cat","female",0.666666666666667,2.54,"No",NA,"Public","Facility"
"SRR16235396","reSRR16235396","Ma et al.","cat","Male",0.666666666666667,3.38,"No",NA,"Public","Facility"
"SRR16235395","reSRR16235395","Ma et al.","cat","Male",6,7,"No",NA,"Public","Facility"
"SRR16235394","reSRR16235394","Ma et al.","cat","Male",6,5.55,"No",NA,"Public","Facility"
"SRR16235407","reSRR16235407","Ma et al.","cat","Male",6,5.35,"No",NA,"Public","Facility"
"SRR16235406","reSRR16235406","Ma et al.","cat","Male",6,6.25,"No",NA,"Public","Facility"
"SRR16235405","reSRR16235405","Ma et al.","cat","Male",6,5.7,"No",NA,"Public","Facility"
"SRR16235404","reSRR16235404","Ma et al.","cat","Male",6,7,"No",NA,"Public","Facility"
"SRR16235403","reSRR16235403","Ma et al.","cat","Male",6,6.6,"No",NA,"Public","Facility"
"SRR16235402","reSRR16235402","Ma et al.","cat","Male",6,6.5,"No",NA,"Public","Facility"
"SRR13972939","reSRR13972939_1","Tanprasertsuk et al.","dog","female",2.25,NA,"No",NA,"Public","Household"
"SRR13972938","reSRR13972938_1","Tanprasertsuk et al.","dog","female",12.5,NA,"No",NA,"Public","Household"
"SRR13972927","reSRR13972927_1","Tanprasertsuk et al.","dog","Male",4.666666667,NA,"No",NA,"Public","Household"
"SRR13972916","reSRR13972916_1","Tanprasertsuk et al.","dog","Male",9.333333333,NA,"No",NA,"Public","Household"
"SRR13972905","reSRR13972905_1","Tanprasertsuk et al.","dog","female",2.166666667,NA,"No",NA,"Public","Household"
"SRR13972894","reSRR13972894_1","Tanprasertsuk et al.","dog","Male",1.416666667,NA,"No",NA,"Public","Household"
"SRR13972887","reSRR13972887_1","Tanprasertsuk et al.","dog","Male",4.75,NA,"No",NA,"Public","Household"
"SRR13972886","reSRR13972886_1","Tanprasertsuk et al.","dog","Male",3.083333333,NA,"No",NA,"Public","Household"
"SRR13972885","reSRR13972885_1","Tanprasertsuk et al.","dog","Male",7.5,NA,"No",NA,"Public","Household"
"SRR13972884","reSRR13972884_1","Tanprasertsuk et al.","dog","female",1.083333333,NA,"No",NA,"Public","Household"
"SRR13972937","reSRR13972937_1","Tanprasertsuk et al.","dog","female",4,NA,"No",NA,"Public","Household"
"SRR13972936","reSRR13972936_1","Tanprasertsuk et al.","dog","female",2.083333333,NA,"No",NA,"Public","Household"
"SRR13972935","reSRR13972935_1","Tanprasertsuk et al.","dog","Male",8.916666667,NA,"No",NA,"Public","Household"
"SRR13972934","reSRR13972934_1","Tanprasertsuk et al.","dog","female",7.916666667,NA,"No",NA,"Public","Household"
"SRR13972933","reSRR13972933_1","Tanprasertsuk et al.","dog","Male",5.583333333,NA,"No",NA,"Public","Household"
"SRR13972932","reSRR13972932_1","Tanprasertsuk et al.","dog","Male",2.583333333,NA,"No",NA,"Public","Household"
"SRR13972931","reSRR13972931_1","Tanprasertsuk et al.","dog","female",2.416666667,NA,"No",NA,"Public","Household"
"SRR13972930","reSRR13972930_1","Tanprasertsuk et al.","dog","female",12.66666667,NA,"No",NA,"Public","Household"
"SRR13972929","reSRR13972929_1","Tanprasertsuk et al.","dog","female",2,NA,"No",NA,"Public","Household"
"SRR13972928","reSRR13972928_1","Tanprasertsuk et al.","dog","Male",1,NA,"No",NA,"Public","Household"
"SRR13972926","reSRR13972926_1","Tanprasertsuk et al.","dog","female",4.666666667,NA,"No",NA,"Public","Household"
"SRR13972925","reSRR13972925_1","Tanprasertsuk et al.","dog","female",8.5,NA,"No",NA,"Public","Household"
"SRR13972924","reSRR13972924_1","Tanprasertsuk et al.","dog","female",3.083333333,NA,"No",NA,"Public","Household"
"SRR13972923","reSRR13972923_1","Tanprasertsuk et al.","dog","Male",1.833333333,NA,"No",NA,"Public","Household"
"SRR13972922","reSRR13972922_1","Tanprasertsuk et al.","dog","Male",2,NA,"No",NA,"Public","Household"
"SRR13972921","reSRR13972921_1","Tanprasertsuk et al.","dog","Male",4.5,NA,"No",NA,"Public","Household"
"SRR13972920","reSRR13972920_1","Tanprasertsuk et al.","dog","female",9.333333333,NA,"No",NA,"Public","Household"
"SRR13972919","reSRR13972919_1","Tanprasertsuk et al.","dog","Male",13.16666667,NA,"No",NA,"Public","Household"
"SRR13972918","reSRR13972918_1","Tanprasertsuk et al.","dog","female",2.25,NA,"No",NA,"Public","Household"
"SRR13972917","reSRR13972917_1","Tanprasertsuk et al.","dog","female",12.5,NA,"No",NA,"Public","Household"
"SRR13972915","reSRR13972915_1","Tanprasertsuk et al.","dog","Male",4.66666666666667,NA,"No",NA,"Public","Household"
"SRR13972914","reSRR13972914_1","Tanprasertsuk et al.","dog","Male",9.33333333333333,NA,"No",NA,"Public","Household"
"SRR13972913","reSRR13972913_1","Tanprasertsuk et al.","dog","female",2.16666666666667,NA,"No",NA,"Public","Household"
"SRR13972912","reSRR13972912_1","Tanprasertsuk et al.","dog","Male",1.41666666666667,NA,"No",NA,"Public","Household"
"SRR13972911","reSRR13972911_1","Tanprasertsuk et al.","dog","Male",4.75,NA,"No",NA,"Public","Household"
"SRR13972910","reSRR13972910_1","Tanprasertsuk et al.","dog","Male",3.08333333333333,NA,"No",NA,"Public","Household"
"SRR13972909","reSRR13972909_1","Tanprasertsuk et al.","dog","Male",7.5,NA,"No",NA,"Public","Household"
"SRR13972908","reSRR13972908_1","Tanprasertsuk et al.","dog","female",1.08333333333333,NA,"No",NA,"Public","Household"
"SRR13972907","reSRR13972907_1","Tanprasertsuk et al.","dog","female",4,NA,"No",NA,"Public","Household"
"SRR13972906","reSRR13972906_1","Tanprasertsuk et al.","dog","female",2.08333333333333,NA,"No",NA,"Public","Household"
"SRR13972904","reSRR13972904_1","Tanprasertsuk et al.","dog","Male",8.91666666666667,NA,"No",NA,"Public","Household"
"SRR13972903","reSRR13972903_1","Tanprasertsuk et al.","dog","female",7.91666666666667,NA,"No",NA,"Public","Household"
"SRR13972902","reSRR13972902_1","Tanprasertsuk et al.","dog","Male",5.58333333333333,NA,"No",NA,"Public","Household"
"SRR13972901","reSRR13972901_1","Tanprasertsuk et al.","dog","Male",2.58333333333333,NA,"No",NA,"Public","Household"
"SRR13972900","reSRR13972900_1","Tanprasertsuk et al.","dog","female",2.41666666666667,NA,"No",NA,"Public","Household"
"SRR13972899","reSRR13972899_1","Tanprasertsuk et al.","dog","female",12.6666666666667,NA,"No",NA,"Public","Household"
"SRR13972898","reSRR13972898_1","Tanprasertsuk et al.","dog","female",2,NA,"No",NA,"Public","Household"
"SRR13972897","reSRR13972897_1","Tanprasertsuk et al.","dog","Male",1,NA,"No",NA,"Public","Household"
"SRR13972896","reSRR13972896_1","Tanprasertsuk et al.","dog","female",4.66666666666667,NA,"No",NA,"Public","Household"
"SRR13972895","reSRR13972895_1","Tanprasertsuk et al.","dog","female",8.5,NA,"No",NA,"Public","Household"
"SRR13972893","reSRR13972893_1","Tanprasertsuk et al.","dog","female",3.08333333333333,NA,"No",NA,"Public","Household"
"SRR13972892","reSRR13972892_1","Tanprasertsuk et al.","dog","Male",1.83333333333333,NA,"No",NA,"Public","Household"
"SRR13972891","reSRR13972891_1","Tanprasertsuk et al.","dog","Male",2,NA,"No",NA,"Public","Household"
"SRR13972890","reSRR13972890_1","Tanprasertsuk et al.","dog","Male",4.5,NA,"No",NA,"Public","Household"
"SRR13972889","reSRR13972889_1","Tanprasertsuk et al.","dog","female",NA,NA,"No",NA,"Public","Household"
"SRR13972888","reSRR13972888_1","Tanprasertsuk et al.","dog","Male",13.1666666666667,NA,"No",NA,"Public","Household"
"SRR13765887","reSRR13765887","Liu et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR13765886","reSRR13765886","Liu et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR13765892","reSRR13765892","Liu et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR13765891","reSRR13765891","Liu et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR13765890","reSRR13765890","Liu et al.","dog",NA,NA,NA,NA,NA,"Public","Facility"
"SRR8861296","reSRR8861296","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861295","reSRR8861295","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861294","reSRR8861294","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861293","reSRR8861293","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861292","reSRR8861292","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861291","reSRR8861291","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861290","reSRR8861290","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861289","reSRR8861289","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861258","reSRR8861258","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861257","reSRR8861257","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861266","reSRR8861266","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861265","reSRR8861265","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861268","reSRR8861268","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861267","reSRR8861267","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861262","reSRR8861262","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861261","reSRR8861261","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861264","reSRR8861264","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861263","reSRR8861263","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861260","reSRR8861260","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861259","reSRR8861259","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861247","reSRR8861247","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861248","reSRR8861248","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861249","reSRR8861249","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861250","reSRR8861250","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861251","reSRR8861251","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861252","reSRR8861252","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861253","reSRR8861253","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861254","reSRR8861254","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861255","reSRR8861255","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861256","reSRR8861256","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861244","reSRR8861244","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861243","reSRR8861243","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861242","reSRR8861242","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861241","reSRR8861241","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861240","reSRR8861240","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861239","reSRR8861239","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861238","reSRR8861238","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861237","reSRR8861237","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861246","reSRR8861246","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861245","reSRR8861245","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861229","reSRR8861229","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861230","reSRR8861230","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861227","reSRR8861227","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861228","reSRR8861228","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861233","reSRR8861233","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861234","reSRR8861234","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861231","reSRR8861231","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861232","reSRR8861232","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861235","reSRR8861235","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861236","reSRR8861236","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861218","reSRR8861218","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861217","reSRR8861217","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861220","reSRR8861220","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861219","reSRR8861219","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861222","reSRR8861222","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861221","reSRR8861221","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861224","reSRR8861224","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861223","reSRR8861223","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861226","reSRR8861226","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861225","reSRR8861225","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861319","reSRR8861319","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861320","reSRR8861320","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861321","reSRR8861321","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861322","reSRR8861322","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861315","reSRR8861315","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861316","reSRR8861316","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861317","reSRR8861317","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861318","reSRR8861318","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861323","reSRR8861323","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861324","reSRR8861324","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861310","reSRR8861310","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861309","reSRR8861309","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861308","reSRR8861308","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861307","reSRR8861307","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861314","reSRR8861314","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861313","reSRR8861313","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861312","reSRR8861312","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861311","reSRR8861311","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861306","reSRR8861306","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861305","reSRR8861305","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861285","reSRR8861285","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861286","reSRR8861286","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861283","reSRR8861283","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861284","reSRR8861284","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861281","reSRR8861281","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861282","reSRR8861282","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861279","reSRR8861279","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861280","reSRR8861280","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861287","reSRR8861287","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861288","reSRR8861288","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861274","reSRR8861274","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861273","reSRR8861273","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861276","reSRR8861276","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861275","reSRR8861275","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861270","reSRR8861270","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861269","reSRR8861269","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861272","reSRR8861272","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861271","reSRR8861271","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861278","reSRR8861278","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861277","reSRR8861277","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861301","reSRR8861301","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861302","reSRR8861302","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861303","reSRR8861303","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861304","reSRR8861304","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861297","reSRR8861297","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861298","reSRR8861298","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861299","reSRR8861299","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"SRR8861300","reSRR8861300","Maldonado-Contreras et al.","dog",NA,NA,NA,"No",NA,"Public","Household"
"ERR318686","reERR318686","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318694","reERR318694","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318709","reERR318709","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318689","reERR318689","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318703","reERR318703","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318707","reERR318707","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318683","reERR318683","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318700","reERR318700","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318691","reERR318691","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318680","reERR318680","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318710","reERR318710","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318698","reERR318698","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318676","reERR318676","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318688","reERR318688","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318681","reERR318681","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318696","reERR318696","Deusch et al. (2014)","cat",NA,0.23013698630137,NA,NA,NA,"Public","Facility"
"ERR318702","reERR318702","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
"ERR318685","reERR318685","Deusch et al. (2014)","cat",NA,0.153424657534247,NA,NA,NA,"Public","Facility"
"ERR318706","reERR318706","Deusch et al. (2014)","cat",NA,0.306849315068493,NA,NA,NA,"Public","Facility"
