clade_name	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A26_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A37_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A70_04_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.19499	2.21218	0.90988	1.78532	1.58544	4.0534	0	0.68999	0.62305	0.34755	1.76461	0.05066	1.00609	24.65336	5.80716	0.87494	0.86889	0.56083	1.39024	0.63999	0.7584	0.34859	0.48923	3.90315	0.56034	0.2523	0.20498	0	0.81591	1.5607	0.76649	1.24487	0.51882	1.05028	1.13384	0.13765	0.76324	0	0.13016	0.91341	1.9389	0.91027	0.07029	0.38901	0.00911	6.61778	0.31678	0.88901	0.54399	0.09937	0.76452	0.3238	0.32657	0.77552	0.27355	1.5544	0.26228	1.32099	0.74974	0.02716	1.75341	2.03878	2.97918	2.74613	3.43875	0.12885	2.29185	0.87113	0.31659	0.60557	2.3286	0	0.70903	1.53324	0.84893	0.88762	0.87462	0.6697	0.31633	0.38114	0.85006	1.39618	0.73516	2.58164	0.80774	0.40078	1.08821	0.42035	0.68149	3.01262	2.26995	8.06424	0.5481	0.30072	0.05483	10.58977	1.93708	0.34517	0.35928	0.20441	0.50051	1.30395	2.07372	1.79366	2.31902	2.11423	0.70317	0.6694	2.31355	3.71459	0.07102	0.77604	0.57427	1.01003	1.36789
k__Bacteria|p__Actinobacteria|c__CFGB12107	0.15334	0	0.27612	0.02141	0.00405	0.28596	0	0.27622	0.02076	0.05599	0.08586	0.00217	0.05175	0.81683	0.15305	0.01352	0.81127	0	1.9496	0.83033	0.10428	0.06544	0.31139	0.09785	0.74576	0	0.0041	0	0.40026	3.28585	0	0.33035	0.72163	2.43491	0	5.91724	0.65902	0	0.06225	0.0224	0.09299	0.15324	0.07261	0	0	0.01751	0	0.05298	0.4306	0.00128	0.06309	0	0.01941	0.01045	0.0508	0.71206	0	0	0.12023	0	0.00969	0.05483	0.38595	0.02641	0.10342	0.85572	0.34608	27.73217	0	0.40272	0.09034	0	0	0.00873	0.16746	0.03239	0	0.0586	0.61786	0.0146	1.51469	1.11283	0.38089	0.14526	0	0.04003	0.44843	0.06632	0.91458	0.00275	0.26876	0.04278	0.01361	0.68513	0.02297	0.52411	0.1492	0.52336	0.02344	0	0.0088	0.62776	1.00454	1.24502	2.18944	0.50479	0.7038	0	1.75489	0.97285	0.68089	0.50835	0.02441	0.64122	0.23759
k__Bacteria|p__Firmicutes|c__CFGB10312	0.12977	0	0	0.01156	0.02921	0	0	0.39514	0	0	0.00307	0	0.43569	0	0	0	0	0	0	0	0.16607	0	0	0.87568	0.62427	0	0	0	0.07601	0.23881	0.67035	0.0016	0	0	0	0.08701	0	0	0.0155	0.00353	0	0	0.05762	0	0	0	0.18885	0.06379	0	0	1.72521	0	0.10916	0.01408	0	0.2342	0	0	0.00196	0.03536	0	0.20187	0	0	0	0	0.00111	0	0.14888	0	2.24702	0	0.0041	0	0	0.00514	0	0.00149	0.8691	0.00624	0.13635	0	0	0	0.17567	0.00209	0	0.06572	0.17072	0	0.01911	0	0.02943	0.00342	0	0.06342	0.00114	0.08711	0	0.00541	0.00802	0	0	0.49169	0.50293	0.28103	0.85775	0.03835	0.64374	0.06198	0.04384	0	0.05011	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989	0.0996	0	0	0	0.0032	0	0	0.03117	0.29778	0	0.00496	0.0435	0.02915	0	0	0	0	0	0	0	0	0	0	0.01207	0.00744	0	0	0	0.05206	0.01007	0	0.65523	0	0.00758	0	0.01486	0	0	0.03776	0.13373	0	0.01522	0	0.01258	0.09536	0.02508	0	0.00452	0.41795	0	0.03626	0	0	0	0.00956	0	0	0	0.07756	0	0	0	0.00241	0	0.00311	0	0	0	0	0.08791	0.00291	0	0.08159	0.00099	0.06747	0	0.03849	0.19736	0.04176	0.09495	0	0.0393	0	0.03157	0.95043	0.14363	0	0.21362	0.33929	0	0.05754	0.00268	0.06945	0.03515	0.41368	0	0.00393	0.04597	1.16409	0.00681	0.11798	0.11317	0	0.05357	0	0.00198	0	0.13183	0	0.13251	0	0	0.02442	0	0
k__Bacteria|p__Firmicutes|c__CFGB4806	0.09333	0	0	0.04553	0	0	1.08035	0	0	0	0.00738	0	0	0	0	0	0	0	0	0	0.58143	0.00278	0.03097	0.08817	0.74901	0	0.0598	0	0.15759	0.02969	0	0	0.01967	0	0.35865	0.14707	0.88177	0	0	0	0	0	0	0.0185	0	0	0	0	0.39028	0	0.01625	0	0	0.04543	0	0.00276	0	0	0.27692	0	0	0	0.00066	0	0.02048	0	0	0	0.30903	0.03286	0	0	0	0	0.22232	0	0.10766	0	0	0.35411	0.01473	0.47031	0.88669	0.08277	0.47368	0	0.02153	0.00504	0	0	0	0	0.21759	0	0.03892	0	0	0	0	0.35888	0.87672	0.05113	0	0.12269	0.00439	0	0	3.07435	0.01884	0.34574	0	0	0.05123	0	0
k__Bacteria|p__Firmicutes|c__CFGB1838	0.07342	0.00494	0	0.02558	0.04276	4.15125	0	0.01811	0.01973	0.27953	0.0375	0.0915	0.02994	0	0.04045	0.16647	0.24228	0.03299	0	0.19673	0	0	0	0.18911	0.10129	0	0	0	0.39832	0.22787	0	0.09684	0.00534	0.25646	0	0.03892	0.01363	0	0	0	0	2.02073	0.20678	0	0	0.26143	0.07243	0	0.59289	0.01774	0.34447	0	0.01664	0	0.00207	0.13333	0	0	0.00339	0	0	0.36434	0.53227	0.27723	0.19109	0	0.00974	0	0	0.00713	1.42777	0	0	1.13906	0	0.1044	0.03376	0.01106	0.09281	0.03593	6.53768	0.10759	0.01232	2.83066	0	0	0	0.02105	0	0	7.95984	0.1441	0	0.07027	0	0	0	0	0.16318	0	0	0.13531	0	0.00877	0.58323	0.41736	0.19243	0.00033	0.06531	0.06541	0	0	0	0.10976	0.02905
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	0.06934	0	0	0	0	0	0	0	0.3927	0	0	0	0	0	0	0.0423	0	0	0.68151	0	0	0	0	0.03668	0.01551	0	0	0	0.11657	0.006	0	0.03253	0	0.39459	0	0.06773	0.0014	0	0	0	0	0.18062	0	0	0	0	0.04306	0	0.16166	0	0	0	0	0	0.03103	0	0	0	0.0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0.17234	0	0.09546	0	0	0	0.03656	0.09932	0	0	0	0	0.01196	0.06988	0.33668	0	0	0	0	0	0	0.03002	0	0	0	0	0	0	0	0	0.01074	0.01717	0.00176	0
k__Bacteria|p__Firmicutes|c__CFGB9120	0.05245	0	0	0.02729	0	0.02551	0	0.05907	0	0.00537	0.145	0	0.57735	0	0.14632	0	0.07116	0	0	0	0.00914	0.0074	0	0	0.76038	0.35065	0.00508	0	0.13156	1.83186	0.06111	0.00378	0.04045	0.11373	0	0.00591	0	0	0	0.0227	0.01538	0.01428	0.01313	0.01786	0	0	0.047	0.38141	0.05893	0	0	0	0.07449	0	0.01282	0.58542	0.00529	0.03958	0.14538	0	0.42469	0	0.00687	0.09889	0.04638	0	0.03675	0	0	0.00369	1.76244	0	0.0061	0.00726	0.01294	0.0101	0.10752	0.02819	0	0	0.00499	0.90169	0.0246	0.00017	0	0.00335	0	0.00221	0.00316	0	0	0.0474	0.03893	0.0016	0.02023	0	0.05414	0.40154	0	0.00846	0.00036	0	0	0.19258	2.08752	0.02014	0	0	0	0.68566	0	0	0.00663	0.0235	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.03927	0.09085	0.05069	0.01216	0.4124	0	0	0.10501	0.08659	0.16476	0.00029	0.10779	0.21656	0.2767	0.02443	0.10288	0.39431	0.81439	0.56158	0.41069	0.0073	0.1172	0.01514	0.03946	0.01354	0	0	0	0.3345	0.06676	0.30788	0.0525	0.0042	0.80448	0	0.08284	0	0	0.67834	0.0314	0.00563	0.18692	0.07563	0	0.00343	0.18277	0.03713	0.06315	0.12545	0.00633	0.02645	0	0.94154	0	0.01718	0.04867	1.60524	0.04711	0.00955	1.83361	0.48845	0.43285	0.30807	0	0.15174	0.63559	0.0013	0	0.05103	0.0059	0.107	0	0.4027	0.00819	0.00021	0.11212	0.0263	0.09524	0.88119	0	0.51271	0.10912	0	0.03989	0.03863	0.00068	0.35452	0.00267	0.00673	0.08469	1.0049	0.12479	0.00508	0.04877	0.00284	0.25933	0.04878	0.08783	0.02934	0	0.00102	0.38053	0.20863	0.04442	0.07739	0.31439	0.08486	0.00289	0.05369	0.09184	0.4222	0.06068	0.00359	0.0399	0.10755
k__Bacteria|p__Firmicutes|c__CFGB3048	0.03328	0	0	0	0	0	0	0.12467	0.01216	0.02564	0.09829	0	0.01984	0	0.02706	0	0	0	0.01318	0	0	0	0	0.17735	0.02736	0	0	0	0.05362	0.02806	0	0.11897	0	0	0	0	0	0	0.69041	0.11152	0	0.00746	0.00468	0.05568	0.04394	0.13466	0	0.05072	0.64072	0	0.02832	0.09419	0	0.01178	0.10427	0.33659	0.00181	0.01759	0.13425	0.03263	0	0.01046	0.01661	0	0.00205	0	0	0.02256	0.00062	0	0.01079	0	0	0	0.16566	0.10745	0.0146	0.03685	0.04319	0.01207	0	0.35907	0	0.01566	0.02528	0.2184	0.00383	0.01909	0.84735	0	0	0	0.01512	0.00307	0.05053	0	0	0.33107	0.00382	0	0.0019	0.03522	0	0.03118	0	0	0	0.00777	0.00108	0.07222	0.05177	0	0.00977	0	0
k__Bacteria|p__Firmicutes|c__CFGB1473	0.03188	0	0	0.00805	0	0.02105	0	0.27815	0.0567	0	0.72975	0	0	0	0.00574	0.00213	0.01722	0	0.01507	0	0.01141	0	0.10691	0	0.03375	0.20758	0.08565	0	0.00516	0.12733	0	0.0597	0.07593	0	0.02152	0	0.02494	0	0	0.03488	0.13988	0	0	0.04052	0	0	0.09206	0	0	0	0	0.03189	0.01737	0.16029	0.18803	0	0	0.00239	0	0.00251	0	0.01312	0.00194	0	0.08749	0	0.04621	0	0.015	0.00453	0.17954	0	0	0	0	0	0.07223	0	0	0.02801	0.09594	0.62382	0.01179	0.00068	0	0.04708	0.2592	0.07277	0.1323	0.15695	0.00011	0.00484	0	0.04655	0.00217	0.06591	0	0	0	0.00297	0.04839	0.09605	0	0.24043	0.01277	0.03591	0	0.04446	0.01732	1.95086	0	0	0.01462	0	0
k__Bacteria|p__Firmicutes|c__CFGB1800	0.02593	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0.01662	0	0	0.00487	0	0	0	0	0	0	0.00043	0	0.02401	0	0.01296	0.00148	0	0.03737	0	0	0	0	0	0	0	0.01049	0	0	0.02379	0.01152	0.09172	0	0.01078	0.22523	0	0	0	0.23473	0	0	0.00368	0	0.07969	0	0	0.17838	0	0	0	0	0	0.05222	0	0.00376	0.00321	0	0.0363	0	0.00114	0	0.00249	0.00147	0.00319	0.00127	0	0	0	0	0	0	0.0011	0.00604	0.04729	0.01004	0.00041	0	0	0.00072	0.00321	0	0.0036	0	0.00027	0	0.00199	0.02914	0.00561	0	0.0006	0.00869	0	0.02431	0	0.00217	0.00046	0	0	0.00321	0.00322	0	0
k__Bacteria|p__Firmicutes|c__CFGB45503	0.01916	0	0	0	0	0	0	0.01859	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974	0	0	0	0.0027	0.01547	0.18682	0.00021	0	0	0	0	0	0	0	0	0	0	0	0.0284	0	0.02743	0	0.01155	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00888	0	0.01634	0.00345	0	0	0	0	0.00309	0	0	0	0.01086	0.00088	0.01116	0.15264	0.00078	0	0	0.02839	0	0	0.03803	0	0	0	0.02309	0	0.1065	0.00118	0	0	0	0.01076	0.00264	0	0	0	0.00131	0.00388	0	0	0.01991	0	0	0	0.00655	0.0454	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1226	0.01532	0	0	0.0011	0.02955	0	0	0.00523	0.2281	0	0	0.00502	0.00168	0	0.00229	0.00035	0	0	0	0	0	0	0	0	0.03024	0	0	0	0.00331	0.01909	0.01497	0.07807	0	0	0	0.00279	0	0	0	0.03661	0	0.02627	0.00411	0.01952	0.00142	0.05235	0	0	0.004	0	0.00237	0	0	0	0.00327	0	0.01354	0.01605	0.04805	0	0	0	0.00025	0	0.00322	0	0	0	0	0.01341	0.00026	0	0	0	0.01112	0.01561	0.06698	0.08198	0.04352	0.40322	0	0.00828	0.00264	0.00269	0.01593	0.0485	0.00109	0.01794	0.03376	0.00437	0.01597	0.00337	0.0069	0.02954	0.04654	0.00631	0.00107	0.00348	0.10197	0.01777	0.04726	0.01674	0.00428	0	0.00041	0.00191	0	0.11023	0.0134	0	0	0	0.12933	0.00297	0.0127
k__Bacteria|p__Firmicutes|c__CFGB3039	0.01368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0.00143	0.00208	0	0	0	0	0	0	0	0	0.03507	0	0	0.01118	0.01779	0	0	0.09953	0	0	0	0.0035	0	0	0	0	0	0.0078	0.0211	0.03924	0	0.04351	0.00344	0	0	0	0	0	0.08248	0	0	0	0	0.13368	0.00564	0.01999	0	0	0	0	0	0	0	0	0	0	0.03699	0	0
k__Bacteria|p__Firmicutes|c__CFGB4559	0.01341	0	0.01378	0.04577	0.19187	0.09313	0	0.01409	0	0	0	0.01641	0.05112	0.00773	0.06961	0.03386	0.00554	0.01729	0	0.04197	0.06032	0.00106	0	0.02884	0.00222	0	0.00228	0	0.02665	0.04687	0.19537	0.00124	0.02483	0	0.00798	0.01134	0.07547	0	0.19091	0.00463	0	0.0429	0.00609	0	0	0.04163	0	0	0	0	0	0	0	0.00731	0	0.07322	0.01203	0.02762	0.00749	0.0426	0	0.01085	0.08356	0	0.0453	0.06249	0	0	0.00161	0.05231	0	0	0.00614	0.07774	0.03154	0.01779	0.0429	0.00858	0.0131	0.03173	0	0.02245	0.01148	0	0.01136	0.00167	0.01304	0.00451	0.00899	0	0.01066	0.03012	0.00196	0.03136	0	0.02668	0.03631	0	0	0	0.00969	0.00679	0.06045	0.03964	0.22064	0.09175	0	0.00076	0.22858	0	0	0	0.00279	0.01077	0.19471
k__Bacteria|p__Firmicutes|c__CFGB72924	0.01332	0	0	0.00969	0.54528	0.31375	0	0.17314	0	0.00699	0.00268	0	0.2886	0	0	0	0.01233	4.98664	0	0	0	0.07911	0	0.09684	0.62431	0	0.23876	0	0.55388	0.02738	1.45478	0.06964	0.00791	0.01019	0	0	0	0	0	0.20708	0	1.7837	0.19308	0	0	0.01508	1.05305	0.03705	0.36355	0	0.01021	0	0.17115	0.00058	0.2444	0.30084	0.33135	0.0007	0	0.02128	0	0.05166	0	0	0	0.01048	0.01227	0	0	0.1262	0.10802	0	0.14155	0	0	0.01559	0.36758	0.00381	0.10747	0.00996	0	0	0	0	1.14876	0.27149	0.0556	0.00912	0.0283	0.01964	0.00661	0	0	0.03733	0.01709	0.00494	0.06523	0.34408	0.02133	0.05401	0	0.00319	0.19275	0.19663	0.08242	0.05995	0.03443	0.99695	0.05946	0.07323	0	0.064	0.05882	0	0.9895
k__Bacteria|p__Firmicutes|c__CFGB2949	0.01158	0	0	0	0	0	0	0.00787	0.0564	0	0.00105	0	0.00349	0	0	0	0	0	0	0	0	0	0	0	0.11025	0	0	0	0	0.01047	0.01156	0.0098	0.0345	0	0	0.00876	0	0	0.01165	0	0	0	0	0.04207	0	0	0	0	0.00411	0	0.00062	0	0	0	0	0	0	0	0.06202	0	0	0	0.00767	0	0	0	0.05384	0	0	0.00306	0.00524	0	0	0.01042	0.01624	0	0.02015	0	0.02907	0	0.08611	0	0.01493	0.03776	0.2123	0.05939	0.02266	0.01671	0.01638	0	0.0482	0.0151	0.01305	0.01	0.01328	0	0.00335	0	0.00476	0.0497	0.01269	0.00905	0	0	0	0	0	0	0	0	0	0	0.02784	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.00875	0	0	0	0	0	0	0.01255	0.15306	0	0	0	1.27687	0	0.00934	0.00021	0.0769	0	4.29639	0	0.0444	0	0	1.43772	0.07896	0	0	0	0.00357	2.37287	0.01338	0	0	0.02532	0	0	0	0	0.23899	0.05699	0.02207	0.26036	0	0	0.2561	0	0	0	0.08949	0	0.36566	0	0.20248	0	0	0.03703	0	0.01265	0.00418	0	0	0	0.15729	0	0	0	0.08276	0	0	0.09963	0	0	0	0.0279	0	0.14401	0.02011	2.86715	0.2851	0.22065	3.10546	0.08466	0	0.24098	1.25721	0.02813	0	0.00134	0.00501	0	0.06216	0	0	0.00033	0.10242	0.00875	0.59235	0.07135	0	0.401	0	2.09781	0	0.07792	0.12874	0	0.01226	0.02274	0.11725	0	0	0	0.06702	0.00048	0
k__Bacteria|p__Firmicutes|c__CFGB76356	0.00853	0	0	0	0	0	0	0	0.13734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06927	0	0	0	0	0	0.00142	0	0.01356	0	0.00409	0	0	0	0	0	0	0	0	0	0	0.05415	0	0	0.00665	0.02791	0	0	0	0	0	0.00254	0	0	0	0.03979	0	0	0	0	0	0	0	0	0	0	0	0.13081	0	0.00974	0	0	0	0	0.18971	0	0.13045	0	0	0	0.00804	0.08633	0.06138	0	0	0.08664	0	0.24658	0	0.00224	0	0.10416	0.00187	0	0.1161	0.02075	0.20323	0.0049	0	0	0.00134	0	0.00156	0	0	0.00153	0	0	0	0.18462	0	0
k__Bacteria|p__Tenericutes|c__CFGB4862	0.00821	0	0	0	0	0	0	0.25821	0.1394	0	0	0	0	0	0	0	0	0	0	0	0	0.00357	0	0	0	0	0.00948	0	0	0.0672	0.04479	0	0	0	0	0	0	0	0	0	0	0	0	0.01506	1.3973	0	0	0.00821	0.08947	0	0	0.09864	0	0	0.00857	0	0	0	0.02344	0	0	0	0.02156	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0.00782	0.26436	0	1.83587	0.05706	0	0	0.0362	0	0	0.03856	0	0.36638	0	0.00157	0	0.00445	0	0.28097	0.05021	0	0	0	4.75493	0.12228	0.18434	0	0	0	0	0	0.17644	0.00892	0	0	0	0.03815	0	0
k__Bacteria|p__Firmicutes|c__CFGB10021	0.00616	0	0	0	0	0	0	0.1522	0.07629	0	0.10017	0	0	0	0.03972	0	0	0	0	0	0	0	0	0	0.0007	0	0.01181	0	0.00136	0.01976	0	0.2717	0	0.00455	0	0.00399	0	0	0.05979	0.80707	0	0	0	0	0.1611	0	0.00105	0.00896	0.00147	0	0.00869	0.2105	0.00236	0	0.05363	0	0	0.0298	0.01645	0	0.43225	0	0	0	0	0	0	0.00268	0	0	0.00083	0	0.01479	0	0.09462	0.01802	0	0.14656	0.07339	0	0	0.04727	0	0.10574	0.068	0.06479	0	0.05472	0.20376	0	0.01751	0.02474	0.10603	0.02484	0.5031	0	0	0	0.52486	0	0.00559	0.00094	0	0	0.00017	0	0	0.06852	0.00101	0	0	0	0.01421	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.00481	0	0	0.0026	0	1.05709	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0.00075	0	0.07096	0	0	0.00239	0	0	0	0	0	0	0	0	0	0	0	0	0.10663	0	0	0	0	0	0	0	0	0.02572	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0.01567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02139	0	0	0	0	0.08461	0	0.14438	0	0	0	0	0	0	0	0	0	0	0	0.24569	0	0	0.00704	0	0.00327	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB29420	0.00392	0.00978	0	0	0	0	0	0	0.1582	0	0.02195	0.00797	0	0	0.00104	0	0	0	0	0	0	0	0	3.93574	0.12478	0	0.00122	0	0	0.11519	0	0.07066	0	0	0	0.64701	0	0	0.27767	0.05738	0	0	0.09791	0	0.42691	0	0.17789	0.00166	0	0	0.34419	0	0.06163	0	0.31459	0	0	6.00E-05	0.00132	0	0	0.01946	0.04305	0	0	0.89856	0	0	0	0.04205	0.23032	0	2.34359	0	0.39526	0	0.05711	0	0	0	0	0.25676	0	0.04685	0.03747	0	0	0.00035	0	0	0.02479	0.05632	0	0.01056	0.29859	0.12516	0	0	0.0029	0.10997	0	0	0	0.01947	0.07812	0	0.02085	0	0.00366	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068	0.00369	0	0	0.00863	0.11157	0	0	0.12719	0.00506	0.00541	0.05114	0	0.05108	0	0.0186	0.00366	0	0	0.03136	0	0.02522	0	0	0.04453	0.06131	0	0	0	0.10762	0.17908	1.20886	0.09853	0.0051	0.69146	0	0.10368	0	0	0.01661	0.00416	0	0.05485	0.01375	0.04813	0	0.01306	0.04348	0.11887	0.11885	0	0.00836	0.10094	0.19996	0	0.02599	0.05119	0	0.04131	0.1242	0.00682	0.0267	0.02584	0.17146	0	0.00237	0	0	0.03393	0	0.01309	1.20216	0	0	0.06262	0.095	0.00267	0.13013	0.18882	0.19588	0.03772	0.66883	0.13377	0.01236	0.00815	0.03022	0.02945	0.05309	0.00517	0.09703	0	0.07576	0.00237	0.00272	0.00293	0.00651	0.01397	0.00057	0	0.08208	0.01267	0.0106	0.01076	0.02251	0.03866	0.93811	0.03477	0	0.00777	0.09356	0.51783	0	0	0.00995	0.00044	0.13488
k__Bacteria|p__Firmicutes|c__CFGB1311	0.00285	0	0	0	0	0	0	0.06234	0.09968	0	0.00061	0	0.10878	0	0.00036	0	0	0	0.10706	0	0.05989	0	0	0.03602	0.00169	0	0	0	0	0.00511	0.05427	0.63724	0.09917	0.0292	0	0.267	0	0	0.08425	0	0	0.00361	0	0.02141	0.15942	0.39424	0	0.04578	0.09605	0	0.01988	0	0	0	0.07601	0.00201	0	0.37741	0.87924	0	0.0216	0	0	0	0	0	0.10903	0	0	0.07626	0	0	0	0	0	0.00093	0.02103	1.22825	0.23949	0.03779	0.00429	0.01599	0.03108	0.01948	1.3825	0.31225	0.07549	0.02341	0.8043	0	0.26427	0.04017	0.09538	0.01195	0.05012	0.08332	0	0.15432	0.22247	0.09913	0.37112	0.03464	0.13225	0.25369	0.00099	0	0	0.41899	0.01951	0	0.13756	0	0.68699	0.04919	0
k__Bacteria|p__Firmicutes|c__CFGB16911	0.00285	0	0	0.01224	0.00416	0	0	0.00371	0.05854	0	0	0	0.01703	0	0	0.00124	0	0	0	0	0	0	0	0	0.00199	0	0	0	0.00453	0.13553	0	0.00776	0	0	0	0.01121	0	0	0	0.00056	0	0.01869	0	0	0	0.002	0	0	0.01184	0	0.00202	0	0	0	0.00849	0	0	0	0.01852	0	0	0	0	0	0.00969	0	0	0	0.0032	0	0.00584	0	0	0.0045	0.01727	0.00706	0.01116	0.00524	0.00347	0.00015	0	0.01281	0	0.00057	0.00852	0.00639	0	0.00677	0.02106	0	0.0027	0	0.00061	0.00592	0	0	0.04109	0.01809	0	0	0.00024	0	0	0	0.00201	0.00258	0	0	0	0	0	0	0.01227	0.00521	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.00212	0	0	0.0003	0	0	0	0	0.02028	0	0.00338	0	0	0	0.00537	0.00118	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0.01607	0	0.00581	0	0	0	0	0	0	0.08315	0.00355	0	0	0	0.28487	0.00238	0	0	0.01904	0.00024	0	0	0.01988	0	0	0.00738	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0	0	0.20474	0	0.0212	0.00823	0	0.01677	0	0.02066	0	0.01208	0.00173	0.00494	0	0.01578	0.15842	0	0.11508	0	0	0	0.01046	0	0	0	0.00635	0.34822	0.00766	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__CFGB2345	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2915	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__CFGB343|o__OFGB343	26.42158	0.597	0	1.10287	0	0	0.87279	0.03881	0	0	2.66905	0	0	0.00804	0.54988	0.00064	0	0.81302	0.20621	0	0.69573	22.01558	18.1545	0	0.03318	12.52172	0	0	0.73021	0.36894	0	0	0.00148	0	7.8762	1.2915	0	0	0	8.71793	0	0	0	8.72551	0	0	0.00875	0	0.06288	0	0.14789	0	4.57585	6.34662	0	0	0	12.40926	0	0	51.68385	0.00396	0	0.48971	0.48618	0	0.00622	0	37.46177	0.05857	6.7455	0	0	0	2.97719	0	0.23184	0.00714	0	6.41739	0	0	0.9668	0.41898	1.1664	3.40471	0	6.73319	0.00424	0	0.00247	0	2.3351	0	0.01788	0	0	0	0	0.00491	5.02	0.75834	0	0	0.02358	0.41319	0	0.02725	1.23083	0	0.06591	0.78887	3.1258	2.43483	0
